drugname,pt,a,b,c,d,PRR,ROR,ROR_CI_Lower,ROR_CI_Upper,Chi_Square,Chi2p_value,Fisherp_value,signal_status
DUPIXENT,EMOTIONAL DISTRESS,4,23390.00,123.00,366864.00,0.51,0.51,0.19,1.38,1.82,0.18,0.26,no signal detected
LUPRON,OFF LABEL USE,3,203.00,10990.00,379185.00,0.52,0.51,0.16,1.59,1.39,0.24,0.39,no signal detected
PROACTIV MD ADAPALENE ACNE TREATMENT,PRODUCT USE IN UNAPPROVED INDICATION,6,1609.00,2829.00,385937.00,0.51,0.51,0.23,1.14,2.83,0.09,0.10,no signal detected
CLOZARIL,PRODUCT DOSE OMISSION ISSUE,8,1062.00,5687.00,383624.00,0.51,0.51,0.25,1.02,3.77,0.05,0.05,no signal detected
OCREVUS,HEPATIC ENZYME INCREASED,3,5224.00,435.00,384719.00,0.51,0.51,0.16,1.58,1.42,0.23,0.30,no signal detected
FLUOROURACIL,OFF LABEL USE,7,476.00,10986.00,378912.00,0.51,0.51,0.24,1.07,3.30,0.07,0.07,no signal detected
CIMZIA,HAEMATOCHEZIA,3,5441.00,418.00,384519.00,0.51,0.51,0.16,1.58,1.43,0.23,0.30,no signal detected
MOUNJARO,PALPITATIONS,3,5028.00,453.00,384897.00,0.51,0.51,0.16,1.58,1.43,0.23,0.30,no signal detected
QUETIAPINE,DIARRHOEA,3,610.00,3746.00,386022.00,0.51,0.51,0.16,1.58,1.43,0.23,0.30,no signal detected
OFEV,ARTHRALGIA,3,891.00,2572.00,386915.00,0.51,0.51,0.16,1.57,1.44,0.23,0.30,no signal detected
REPATHA,PRODUCT DISPENSING ERROR,5,9177.00,410.00,380789.00,0.51,0.51,0.21,1.22,2.38,0.12,0.14,no signal detected
DUPIXENT,IMMUNE THROMBOCYTOPENIA,3,23391.00,93.00,366894.00,0.51,0.51,0.16,1.60,1.40,0.24,0.38,no signal detected
FARXIGA,NAUSEA,4,963.00,3172.00,386242.00,0.51,0.51,0.19,1.35,1.92,0.17,0.21,no signal detected
RITUXIMAB,DIARRHOEA,9,1831.00,3740.00,384801.00,0.51,0.51,0.26,0.97,4.32,0.04,0.04,no signal detected
ELIQUIS,CIRCUMSTANCE OR INFORMATION CAPABLE OF LEADING TO MEDICATION ERROR,3,2998.00,765.00,386615.00,0.51,0.51,0.16,1.57,1.44,0.23,0.30,no signal detected
XELJANZ XR,DIZZINESS,6,2354.00,1946.00,386075.00,0.51,0.51,0.23,1.13,2.88,0.09,0.10,no signal detected
REVLIMID,SKIN EXFOLIATION,3,5301.00,431.00,384646.00,0.51,0.51,0.16,1.57,1.44,0.23,0.30,no signal detected
REMICADE,HOSPITALISATION,6,1689.00,2716.00,385970.00,0.51,0.50,0.23,1.13,2.90,0.09,0.10,no signal detected
HUMIRA,DEVICE BREAKAGE,4,5060.00,603.00,384714.00,0.50,0.50,0.19,1.35,1.93,0.16,0.21,no signal detected
LORAZEPAM,DEATH,3,206.00,10954.00,379218.00,0.51,0.50,0.16,1.58,1.44,0.23,0.30,no signal detected
SIMPONI,ASTHENIA,3,1573.00,1466.00,387339.00,0.50,0.50,0.16,1.57,1.46,0.23,0.30,no signal detected
RINVOQ,SEIZURE,6,3994.00,1149.00,385232.00,0.50,0.50,0.23,1.12,2.91,0.09,0.10,no signal detected
HUMIRA,SYNCOPE,3,5061.00,453.00,384864.00,0.50,0.50,0.16,1.57,1.46,0.23,0.30,no signal detected
VYVGART,DIARRHOEA,4,819.00,3745.00,385813.00,0.51,0.50,0.19,1.34,1.95,0.16,0.21,no signal detected
ALECENSA,NAUSEA,3,727.00,3173.00,386478.00,0.50,0.50,0.16,1.56,1.47,0.23,0.30,no signal detected
LORAZEPAM,OFF LABEL USE,3,206.00,10990.00,379182.00,0.51,0.50,0.16,1.57,1.46,0.23,0.30,no signal detected
TREMFYA,MALAISE,3,1332.00,1738.00,387308.00,0.50,0.50,0.16,1.56,1.48,0.22,0.30,no signal detected
SKYRIZI,RASH,17,4134.00,3139.00,383091.00,0.50,0.50,0.31,0.81,8.33,0.00,0.00,no signal detected
INFLECTRA,PNEUMONIA,8,2450.00,2508.00,385415.00,0.50,0.50,0.25,1.01,3.93,0.05,0.04,no signal detected
REPATHA,MYOCARDIAL INFARCTION,9,9173.00,744.00,380455.00,0.50,0.50,0.26,0.97,4.40,0.04,0.04,no signal detected
RINVOQ,DYSPNOEA,13,3987.00,2495.00,383886.00,0.50,0.50,0.29,0.87,6.38,0.01,0.01,no signal detected
COSENTYX,PYREXIA,5,2681.00,1437.00,386258.00,0.50,0.50,0.21,1.21,2.47,0.12,0.15,no signal detected
FASENRA,DRUG DOSE OMISSION BY DEVICE,3,647.00,3572.00,386159.00,0.50,0.50,0.16,1.56,1.48,0.22,0.30,no signal detected
SKYRIZI,DRY SKIN,5,4146.00,927.00,385303.00,0.50,0.50,0.21,1.21,2.46,0.12,0.15,no signal detected
XELJANZ XR,BLOOD GLUCOSE INCREASED,3,2357.00,984.00,387037.00,0.50,0.50,0.16,1.56,1.49,0.22,0.30,no signal detected
DUPIXENT,RESTLESSNESS,3,23391.00,94.00,366893.00,0.50,0.50,0.16,1.58,1.45,0.23,0.29,no signal detected
JARDIANCE,HEADACHE,4,1116.00,2770.00,386491.00,0.50,0.50,0.19,1.34,1.99,0.16,0.21,no signal detected
STELARA,INCORRECT DOSE ADMINISTERED,8,2005.00,3075.00,385293.00,0.50,0.50,0.25,1.00,3.98,0.05,0.04,no signal detected
ALECTINIB,OFF LABEL USE,5,345.00,10988.00,379043.00,0.51,0.50,0.21,1.21,2.46,0.12,0.14,no signal detected
DUPIXENT,MENTAL DISORDER,8,23386.00,251.00,366736.00,0.50,0.50,0.25,1.01,3.88,0.05,0.05,no signal detected
XYWAV,FATIGUE,3,543.00,4263.00,385572.00,0.50,0.50,0.16,1.55,1.49,0.22,0.30,no signal detected
PROLIA,OFF LABEL USE,15,1036.00,10978.00,378352.00,0.51,0.50,0.30,0.83,7.43,0.01,0.00,no signal detected
LENVIMA,PAIN,3,868.00,2681.00,386829.00,0.50,0.50,0.16,1.55,1.51,0.22,0.30,no signal detected
SKYRIZI,NAUSEA,17,4134.00,3159.00,383071.00,0.50,0.50,0.31,0.80,8.49,0.00,0.00,no signal detected
QINLOCK,OFF LABEL USE,5,346.00,10988.00,379042.00,0.51,0.50,0.21,1.21,2.49,0.11,0.14,no signal detected
DAYBUE,RASH,3,738.00,3153.00,386487.00,0.50,0.50,0.16,1.55,1.51,0.22,0.30,no signal detected
INVEGA SUSTENNA,DEATH,6,417.00,10951.00,379007.00,0.51,0.50,0.22,1.12,2.99,0.08,0.10,no signal detected
RINVOQ,HOSPITALISATION,14,3986.00,2708.00,383673.00,0.50,0.50,0.29,0.84,7.04,0.01,0.01,no signal detected
KEYTRUDA,OFF LABEL USE,36,2489.00,10957.00,376899.00,0.50,0.50,0.36,0.69,17.95,0.00,0.00,no signal detected
EMGALITY,NAUSEA,3,735.00,3173.00,386470.00,0.50,0.50,0.16,1.55,1.52,0.22,0.30,no signal detected
ELIGARD,NEOPLASM MALIGNANT,3,3149.00,741.00,386488.00,0.50,0.50,0.16,1.55,1.52,0.22,0.30,no signal detected
SKYRIZI,DIARRHOEA,20,4131.00,3729.00,382501.00,0.50,0.50,0.32,0.77,10.10,0.00,0.00,no signal detected
NUPLAZID,PAIN IN EXTREMITY,3,2147.00,1090.00,387141.00,0.50,0.50,0.16,1.54,1.53,0.22,0.30,no signal detected
REMODULIN,INJECTION SITE PAIN,3,704.00,3318.00,386356.00,0.50,0.50,0.16,1.54,1.53,0.22,0.30,no signal detected
COSENTYX,INSOMNIA,3,2683.00,872.00,386823.00,0.50,0.50,0.16,1.54,1.53,0.22,0.30,no signal detected
STELARA,HOSPITALISATION,7,2006.00,2715.00,385653.00,0.50,0.50,0.24,1.04,3.57,0.06,0.06,no signal detected
TRULICITY,FALL,3,1507.00,1557.00,387314.00,0.50,0.50,0.16,1.54,1.54,0.21,0.30,no signal detected
SIMPONI,ILLNESS,4,1572.00,1989.00,386816.00,0.50,0.49,0.19,1.32,2.05,0.15,0.21,no signal detected
TRULICITY,PRODUCT DOSE OMISSION ISSUE,11,1499.00,5684.00,383187.00,0.50,0.49,0.27,0.90,5.62,0.02,0.01,no signal detected
YERVOY,DIARRHOEA,3,625.00,3746.00,386007.00,0.50,0.49,0.16,1.54,1.54,0.21,0.30,no signal detected
DUPILUMAB,DRUG INEFFECTIVE,9,548.00,12536.00,377288.00,0.50,0.49,0.26,0.96,4.58,0.03,0.03,no signal detected
ZEPBOUND,HEADACHE,8,2255.00,2766.00,385352.00,0.50,0.49,0.25,0.99,4.11,0.04,0.04,no signal detected
ORENCIA,VOMITING,5,2223.00,1761.00,386392.00,0.49,0.49,0.20,1.19,2.59,0.11,0.15,no signal detected
DUPIXENT,CONTRAINDICATED PRODUCT ADMINISTERED,5,23389.00,159.00,366828.00,0.49,0.49,0.20,1.20,2.52,0.11,0.14,no signal detected
TACROLIMUS,DYSPNOEA,4,1253.00,2504.00,386620.00,0.49,0.49,0.18,1.32,2.08,0.15,0.21,no signal detected
STELARA,THERAPY INTERRUPTED,3,2010.00,1174.00,387194.00,0.49,0.49,0.16,1.53,1.56,0.21,0.30,no signal detected
CIMZIA,SKIN EXFOLIATION,3,5441.00,431.00,384506.00,0.49,0.49,0.16,1.53,1.56,0.21,0.30,no signal detected
ELIQUIS,INFECTION,4,2997.00,1049.00,386331.00,0.49,0.49,0.18,1.31,2.09,0.15,0.21,no signal detected
COSENTYX,GENERAL PHYSICAL HEALTH DETERIORATION,4,2682.00,1174.00,386521.00,0.49,0.49,0.18,1.31,2.10,0.15,0.21,no signal detected
ELIGARD,MYOCARDIAL INFARCTION,3,3149.00,750.00,386479.00,0.49,0.49,0.16,1.53,1.58,0.21,0.30,no signal detected
ELIQUIS,RASH,12,2989.00,3144.00,384236.00,0.49,0.49,0.28,0.87,6.30,0.01,0.01,no signal detected
MOUNJARO,RENAL FAILURE,4,5027.00,624.00,384726.00,0.49,0.49,0.18,1.31,2.10,0.15,0.21,no signal detected
AUVELITY,OFF LABEL USE,3,211.00,10990.00,379177.00,0.50,0.49,0.16,1.53,1.56,0.21,0.30,no signal detected
ACTEMRA,DIZZINESS,7,2830.00,1945.00,385599.00,0.49,0.49,0.23,1.03,3.68,0.05,0.06,no signal detected
DUPIXENT,GOUT,4,23390.00,128.00,366859.00,0.49,0.49,0.18,1.33,2.06,0.15,0.20,no signal detected
XEOMIN,DEATH,3,212.00,10954.00,379212.00,0.50,0.49,0.16,1.53,1.57,0.21,0.30,no signal detected
VEDOLIZUMAB,HYPERTENSION,6,4602.00,1025.00,384748.00,0.49,0.49,0.22,1.09,3.17,0.07,0.08,no signal detected
VEDOLIZUMAB,SEPSIS,3,4605.00,513.00,385260.00,0.49,0.49,0.16,1.52,1.59,0.21,0.30,no signal detected
ORENCIA,FATIGUE,12,2216.00,4254.00,383899.00,0.49,0.49,0.28,0.86,6.37,0.01,0.01,no signal detected
DUPIXENT,OEDEMA PERIPHERAL,11,23383.00,353.00,366634.00,0.49,0.49,0.27,0.89,5.71,0.02,0.01,no signal detected
HUMAN IMMUNOGLOBULIN G,DIARRHOEA,8,1686.00,3741.00,384946.00,0.49,0.49,0.24,0.98,4.26,0.04,0.03,no signal detected
DUPILUMAB,PRODUCT DOSE OMISSION ISSUE,4,553.00,5691.00,384133.00,0.49,0.49,0.18,1.31,2.13,0.14,0.21,no signal detected
TYVASO DPI,DEATH,9,638.00,10948.00,378786.00,0.50,0.49,0.25,0.94,4.76,0.03,0.02,no signal detected
TALTZ,DEATH,14,992.00,10943.00,378432.00,0.50,0.49,0.29,0.83,7.40,0.01,0.00,no signal detected
OCREVUS,ARTHRALGIA,17,5210.00,2558.00,382596.00,0.49,0.49,0.30,0.79,9.04,0.00,0.00,no signal detected
ELIGARD,VOMITING,7,3145.00,1759.00,385470.00,0.49,0.49,0.23,1.03,3.74,0.05,0.06,no signal detected
DUPIXENT,WEIGHT DECREASED,34,23360.00,1092.00,365895.00,0.49,0.49,0.35,0.69,17.72,0.00,0.00,no signal detected
ELIQUIS,NAUSEA,12,2989.00,3164.00,384216.00,0.49,0.49,0.28,0.86,6.41,0.01,0.01,no signal detected
LENALIDOMIDE,ANXIETY,3,2857.00,833.00,386688.00,0.49,0.49,0.16,1.52,1.61,0.20,0.30,no signal detected
RINVOQ,NAUSEA,16,3984.00,3160.00,383221.00,0.49,0.49,0.30,0.80,8.57,0.00,0.00,no signal detected
REVLIMID,DYSPHAGIA,3,5301.00,447.00,384630.00,0.49,0.49,0.16,1.52,1.61,0.20,0.30,no signal detected
MOUNJARO,PAIN,17,5014.00,2667.00,382683.00,0.49,0.49,0.30,0.78,9.12,0.00,0.00,no signal detected
DUPIXENT,PANIC ATTACK,4,23390.00,129.00,366858.00,0.49,0.49,0.18,1.32,2.10,0.15,0.20,no signal detected
DUPIXENT,DIPLOPIA,4,23390.00,129.00,366858.00,0.49,0.49,0.18,1.32,2.10,0.15,0.20,no signal detected
TALTZ,NAUSEA,4,1002.00,3172.00,386203.00,0.49,0.49,0.18,1.30,2.16,0.14,0.16,no signal detected
ALLOPURINOL,OFF LABEL USE,3,213.00,10990.00,379175.00,0.49,0.49,0.16,1.52,1.61,0.20,0.30,no signal detected
MOUNJARO,MALAISE,11,5020.00,1730.00,383620.00,0.49,0.49,0.27,0.88,5.93,0.01,0.01,no signal detected
ETOPOSIDE,DEATH,4,285.00,10953.00,379139.00,0.49,0.49,0.18,1.30,2.15,0.14,0.21,no signal detected
DUPIXENT,DEVICE USE ISSUE,7,23387.00,226.00,366761.00,0.49,0.49,0.23,1.03,3.70,0.05,0.05,no signal detected
VEDOLIZUMAB,TREATMENT NONCOMPLIANCE,3,4605.00,517.00,385256.00,0.49,0.49,0.16,1.51,1.63,0.20,0.30,no signal detected
DUPIXENT,PRESYNCOPE,3,23391.00,97.00,366890.00,0.49,0.49,0.15,1.53,1.59,0.21,0.29,no signal detected
STELARA,DRUG DOSE OMISSION BY DEVICE,9,2004.00,3566.00,384802.00,0.49,0.48,0.25,0.93,4.90,0.03,0.02,no signal detected
VABYSMO,DEATH,19,1357.00,10938.00,378067.00,0.49,0.48,0.31,0.76,10.29,0.00,0.00,no signal detected
DUPIXENT,MOBILITY DECREASED,7,23387.00,227.00,366760.00,0.48,0.48,0.23,1.03,3.74,0.05,0.05,no signal detected
PLUVICTO,FATIGUE,6,1122.00,4260.00,384993.00,0.49,0.48,0.22,1.08,3.29,0.07,0.08,no signal detected
ONDANSETRON,DRUG INEFFECTIVE,3,187.00,12542.00,377649.00,0.49,0.48,0.15,1.51,1.63,0.20,0.30,no signal detected
MIRTAZAPINE,DEATH,3,215.00,10954.00,379209.00,0.49,0.48,0.15,1.51,1.64,0.20,0.30,no signal detected
IMBRUVICA,OFF LABEL USE,16,1142.00,10977.00,378246.00,0.49,0.48,0.29,0.79,8.73,0.00,0.00,no signal detected
NUPLAZID,WEIGHT DECREASED,3,2147.00,1123.00,387108.00,0.48,0.48,0.15,1.50,1.67,0.20,0.31,no signal detected
SUNOSI,OFF LABEL USE,3,215.00,10990.00,379173.00,0.49,0.48,0.15,1.50,1.65,0.20,0.30,no signal detected
CERTOLIZUMAB PEGOL,PRODUCT DOSE OMISSION ISSUE,7,981.00,5688.00,383705.00,0.49,0.48,0.23,1.01,3.88,0.05,0.05,no signal detected
OTEZLA,DEATH,14,1006.00,10943.00,378418.00,0.49,0.48,0.28,0.82,7.71,0.01,0.00,no signal detected
TAVALISSE,DYSPNOEA,3,963.00,2505.00,386910.00,0.48,0.48,0.15,1.50,1.67,0.20,0.31,no signal detected
XARELTO,OFF LABEL USE,9,645.00,10984.00,378743.00,0.49,0.48,0.25,0.93,4.96,0.03,0.02,no signal detected
PHESGO,HEADACHE,4,1160.00,2770.00,386447.00,0.48,0.48,0.18,1.28,2.23,0.14,0.16,no signal detected
KESIMPTA,WRONG TECHNIQUE IN PRODUCT USAGE PROCESS,5,1844.00,2178.00,386354.00,0.48,0.48,0.20,1.16,2.79,0.10,0.11,no signal detected
FARXIGA,DYSPNOEA,3,964.00,2505.00,386909.00,0.48,0.48,0.15,1.49,1.68,0.20,0.31,no signal detected
REVLIMID,PALPITATIONS,3,5301.00,453.00,384624.00,0.48,0.48,0.15,1.50,1.67,0.20,0.30,no signal detected
IBUPROFEN,PAIN,3,901.00,2681.00,386796.00,0.48,0.48,0.15,1.49,1.68,0.20,0.31,no signal detected
DUPIXENT,DRUG EFFECTIVE FOR UNAPPROVED INDICATION,19,23375.00,620.00,366367.00,0.48,0.48,0.30,0.76,10.36,0.00,0.00,no signal detected
FARXIGA,PNEUMONIA,3,964.00,2513.00,386901.00,0.48,0.48,0.15,1.49,1.69,0.19,0.31,no signal detected
VEDOLIZUMAB,THROMBOSIS,3,4605.00,525.00,385248.00,0.48,0.48,0.15,1.49,1.70,0.19,0.31,no signal detected
METHOTREXATE SODIUM,COVID-19,3,1005.00,2418.00,386955.00,0.48,0.48,0.15,1.48,1.71,0.19,0.31,no signal detected
CAPLYTA,OFF LABEL USE,4,289.00,10989.00,379099.00,0.48,0.48,0.18,1.28,2.26,0.13,0.16,no signal detected
ACTEMRA,CONSTIPATION,4,2833.00,1145.00,386399.00,0.48,0.48,0.18,1.27,2.29,0.13,0.16,no signal detected
SYMBICORT,DRUG INEFFECTIVE,5,316.00,12540.00,377520.00,0.48,0.48,0.20,1.15,2.83,0.09,0.11,no signal detected
TAGRISSO,NAUSEA,3,768.00,3173.00,386437.00,0.48,0.48,0.15,1.48,1.72,0.19,0.23,no signal detected
KEVZARA,DYSPNOEA,3,974.00,2505.00,386899.00,0.48,0.48,0.15,1.48,1.73,0.19,0.23,no signal detected
DUPIXENT,CELLULITIS,8,23386.00,264.00,366723.00,0.48,0.48,0.24,0.96,4.50,0.03,0.03,no signal detected
CARBIDOPA\LEVODOPA,FATIGUE,6,1142.00,4260.00,384973.00,0.48,0.47,0.21,1.06,3.46,0.06,0.06,no signal detected
KEVZARA,PNEUMONIA,3,974.00,2513.00,386891.00,0.48,0.47,0.15,1.47,1.74,0.19,0.23,no signal detected
CARBOPLATIN,PRODUCT USE IN UNAPPROVED INDICATION,5,1439.00,2830.00,386107.00,0.48,0.47,0.20,1.14,2.90,0.09,0.12,no signal detected
TYMLOS,INFECTION,4,3108.00,1049.00,386220.00,0.47,0.47,0.18,1.27,2.33,0.13,0.16,no signal detected
PREDNISONE,DIARRHOEA,5,1087.00,3744.00,385545.00,0.48,0.47,0.20,1.14,2.91,0.09,0.12,no signal detected
SKYRIZI,VISUAL IMPAIRMENT,4,4147.00,786.00,385444.00,0.47,0.47,0.18,1.26,2.33,0.13,0.16,no signal detected
IBRANCE,THERAPY INTERRUPTED,3,2092.00,1174.00,387112.00,0.47,0.47,0.15,1.47,1.76,0.19,0.23,no signal detected
CIMZIA,DIZZINESS,13,5431.00,1939.00,382998.00,0.47,0.47,0.27,0.82,7.57,0.01,0.00,no signal detected
TALTZ,PRODUCT DOSE OMISSION ISSUE,7,999.00,5688.00,383687.00,0.48,0.47,0.22,0.99,4.08,0.04,0.05,no signal detected
CABOMETYX,OFF LABEL USE,3,219.00,10990.00,379169.00,0.48,0.47,0.15,1.48,1.74,0.19,0.23,no signal detected
REPATHA,URTICARIA,11,9171.00,965.00,380234.00,0.47,0.47,0.26,0.86,6.39,0.01,0.01,no signal detected
HUMIRA,ANAPHYLACTIC REACTION,4,5060.00,644.00,384673.00,0.47,0.47,0.18,1.26,2.34,0.13,0.16,no signal detected
OTEZLA,COVID-19,3,1017.00,2418.00,386943.00,0.47,0.47,0.15,1.47,1.76,0.18,0.23,no signal detected
PANTOPRAZOLE,OFF LABEL USE,4,293.00,10989.00,379095.00,0.48,0.47,0.18,1.26,2.34,0.13,0.16,no signal detected
IMBRUVICA,FATIGUE,6,1152.00,4260.00,384963.00,0.47,0.47,0.21,1.05,3.55,0.06,0.06,no signal detected
VYNDAMAX,DIARRHOEA,3,657.00,3746.00,385975.00,0.47,0.47,0.15,1.46,1.78,0.18,0.23,no signal detected
LENALIDOMIDE,SEIZURE,4,2856.00,1151.00,386370.00,0.47,0.47,0.18,1.26,2.38,0.12,0.16,no signal detected
RINVOQ,HYPERTENSION,5,3995.00,1026.00,385355.00,0.47,0.47,0.20,1.13,2.97,0.08,0.09,no signal detected
HUMIRA,URTICARIA,6,5058.00,970.00,384347.00,0.47,0.47,0.21,1.05,3.56,0.06,0.06,no signal detected
ELIQUIS,ASTHMA,3,2998.00,823.00,386557.00,0.47,0.47,0.15,1.46,1.78,0.18,0.23,no signal detected
LENALIDOMIDE,ABDOMINAL PAIN,3,2857.00,864.00,386657.00,0.47,0.47,0.15,1.46,1.79,0.18,0.23,no signal detected
FARXIGA,FATIGUE,5,962.00,4261.00,385153.00,0.47,0.47,0.19,1.13,2.97,0.08,0.09,no signal detected
NUPLAZID,SEIZURE,3,2147.00,1152.00,387079.00,0.47,0.47,0.15,1.46,1.79,0.18,0.23,no signal detected
ADBRY,DEATH,4,295.00,10953.00,379129.00,0.48,0.47,0.17,1.26,2.37,0.12,0.16,no signal detected
METHOTREXATE,SEIZURE,3,2148.00,1152.00,387078.00,0.47,0.47,0.15,1.46,1.79,0.18,0.23,no signal detected
VYVGART,DEATH,11,812.00,10946.00,378612.00,0.48,0.47,0.26,0.85,6.53,0.01,0.01,no signal detected
XELJANZ XR,RASH,9,2351.00,3147.00,384874.00,0.47,0.47,0.24,0.90,5.40,0.02,0.02,no signal detected
FARXIGA,ARTHRALGIA,3,964.00,2572.00,386842.00,0.47,0.47,0.15,1.45,1.81,0.18,0.23,no signal detected
PERJETA,DEATH,4,296.00,10953.00,379128.00,0.47,0.47,0.17,1.25,2.39,0.12,0.16,no signal detected
ORSERDU,DYSPNOEA,4,1322.00,2504.00,386551.00,0.47,0.47,0.17,1.25,2.42,0.12,0.16,no signal detected
REVLIMID,HEART RATE INCREASED,3,5301.00,466.00,384611.00,0.47,0.47,0.15,1.45,1.81,0.18,0.23,no signal detected
ELIQUIS,ABDOMINAL PAIN UPPER,3,2998.00,829.00,386551.00,0.47,0.47,0.15,1.45,1.82,0.18,0.23,no signal detected
ENBREL,COVID-19,5,1715.00,2416.00,386245.00,0.47,0.47,0.19,1.12,3.04,0.08,0.09,no signal detected
REVLIMID,INTENTIONAL DOSE OMISSION,3,5301.00,467.00,384610.00,0.47,0.47,0.15,1.45,1.82,0.18,0.23,no signal detected
MINOXIDIL,MALAISE,3,1435.00,1738.00,387205.00,0.47,0.47,0.15,1.45,1.83,0.18,0.23,no signal detected
HUMIRA,ABDOMINAL DISCOMFORT,5,5059.00,816.00,384501.00,0.47,0.47,0.19,1.12,3.04,0.08,0.09,no signal detected
XELJANZ XR,VOMITING,5,2355.00,1761.00,386260.00,0.47,0.47,0.19,1.12,3.05,0.08,0.09,no signal detected
VRAYLAR,DRUG INEFFECTIVE,3,194.00,12542.00,377642.00,0.47,0.47,0.15,1.46,1.81,0.18,0.22,no signal detected
COSENTYX,DRY SKIN,3,2683.00,929.00,386766.00,0.47,0.47,0.15,1.45,1.83,0.18,0.23,no signal detected
DUPIXENT,ABDOMINAL PAIN,25,23369.00,842.00,366145.00,0.47,0.47,0.31,0.69,14.91,0.00,0.00,no signal detected
HUMIRA,BLOOD GLUCOSE INCREASED,6,5058.00,981.00,384336.00,0.47,0.46,0.21,1.04,3.67,0.06,0.06,no signal detected
RITUXIMAB,NAUSEA,7,1833.00,3169.00,385372.00,0.47,0.46,0.22,0.98,4.30,0.04,0.04,no signal detected
ELIQUIS,ANXIETY,3,2998.00,833.00,386547.00,0.46,0.46,0.15,1.44,1.85,0.17,0.23,no signal detected
NUPLAZID,HOSPITALISATION,7,2143.00,2715.00,385516.00,0.47,0.46,0.22,0.98,4.31,0.04,0.04,no signal detected
CARBOPLATIN,MALAISE,3,1441.00,1738.00,387199.00,0.46,0.46,0.15,1.44,1.85,0.17,0.23,no signal detected
ACETAMINOPHEN,CONDITION AGGRAVATED,4,1410.00,2368.00,386599.00,0.46,0.46,0.17,1.24,2.48,0.12,0.16,no signal detected
METHOTREXATE,DIZZINESS,5,2146.00,1947.00,386283.00,0.46,0.46,0.19,1.11,3.11,0.08,0.09,no signal detected
REVLIMID,VISUAL IMPAIRMENT,5,5299.00,785.00,384292.00,0.46,0.46,0.19,1.11,3.11,0.08,0.09,no signal detected
DUPIXENT,HOSPITALISATION,78,23316.00,2644.00,364343.00,0.46,0.46,0.37,0.58,47.58,0.00,0.00,no signal detected
TYSABRI,DYSPNOEA,3,1006.00,2505.00,386867.00,0.46,0.46,0.15,1.43,1.89,0.17,0.23,no signal detected
DOCETAXEL,OFF LABEL USE,6,450.00,10987.00,378938.00,0.47,0.46,0.21,1.03,3.75,0.05,0.06,no signal detected
METHOTREXATE SODIUM,PNEUMONIA,3,1005.00,2513.00,386860.00,0.46,0.46,0.15,1.43,1.90,0.17,0.23,no signal detected
VEDOLIZUMAB,BACK PAIN,5,4603.00,910.00,384863.00,0.46,0.46,0.19,1.11,3.16,0.08,0.09,no signal detected
MIRENA,DEVICE DIFFICULT TO USE,3,883.00,2861.00,386634.00,0.46,0.46,0.15,1.43,1.90,0.17,0.23,no signal detected
RINVOQ,PRODUCT DOSE OMISSION IN ERROR,3,3997.00,631.00,385750.00,0.46,0.46,0.15,1.43,1.90,0.17,0.23,no signal detected
SKYRIZI,ALOPECIA,5,4146.00,1013.00,385217.00,0.46,0.46,0.19,1.10,3.18,0.07,0.09,no signal detected
VONJO,DRUG INEFFECTIVE,3,197.00,12542.00,377639.00,0.47,0.46,0.15,1.43,1.89,0.17,0.23,no signal detected
DUPIXENT,HYPOXIA,4,23390.00,137.00,366850.00,0.46,0.46,0.17,1.24,2.49,0.11,0.15,no signal detected
IBUPROFEN,DIARRHOEA,4,900.00,3745.00,385732.00,0.46,0.46,0.17,1.22,2.55,0.11,0.12,no signal detected
ELIGARD,PAIN,10,3142.00,2674.00,384555.00,0.46,0.46,0.25,0.85,6.38,0.01,0.01,no signal detected
ALBUTEROL SULFATE,DRUG INEFFECTIVE,28,1838.00,12517.00,375998.00,0.47,0.46,0.31,0.66,17.69,0.00,0.00,no signal detected
QUETIAPINE,DEATH,8,605.00,10949.00,378819.00,0.46,0.46,0.23,0.92,5.08,0.02,0.02,no signal detected
ZEPBOUND,WEIGHT DECREASED,3,2260.00,1123.00,386995.00,0.46,0.46,0.15,1.42,1.92,0.17,0.23,no signal detected
HUMIRA,DYSPNOEA,15,5049.00,2493.00,382824.00,0.46,0.46,0.27,0.76,9.64,0.00,0.00,no signal detected
OTEZLA,DYSPNOEA,3,1017.00,2505.00,386856.00,0.46,0.46,0.15,1.42,1.94,0.16,0.23,no signal detected
ORENCIA,CONSTIPATION,3,2225.00,1146.00,387007.00,0.46,0.46,0.15,1.41,1.95,0.16,0.23,no signal detected
MONTELUKAST,DRUG INEFFECTIVE,5,331.00,12540.00,377505.00,0.46,0.45,0.19,1.10,3.22,0.07,0.09,no signal detected
METHOTREXATE,PRURITUS,7,2144.00,2769.00,385461.00,0.46,0.45,0.22,0.96,4.56,0.03,0.03,no signal detected
OCREVUS,THERAPEUTIC PRODUCT EFFECT DECREASED,3,5224.00,487.00,384667.00,0.45,0.45,0.15,1.41,1.96,0.16,0.23,no signal detected
REPATHA,ABDOMINAL DISTENSION,4,9178.00,366.00,380833.00,0.45,0.45,0.17,1.22,2.60,0.11,0.12,no signal detected
DUPIXENT,HYPERTENSION,29,23365.00,1002.00,365985.00,0.45,0.45,0.31,0.66,18.55,0.00,0.00,no signal detected
TAGRISSO,OFF LABEL USE,10,761.00,10983.00,378627.00,0.46,0.45,0.24,0.85,6.51,0.01,0.01,no signal detected
